.Asian alone or in combination,337,228,164,48.6,10.3,71.7,9.3,138,41.1,10.1,60.6,10.0
WASHINGTON,,,,,,,,,,,,
.Total,"4,912","4,600","3,299",67.2,2.0,71.7,1.9,"3,073",62.6,2.1,66.8,2.0
.Male,"2,418","2,265","1,553",64.3,3.0,68.6,2.9,"1,439",59.5,3.0,63.5,3.0
.Female,"2,495","2,334","1,745",70.0,2.8,74.8,2.6,"1,634",65.5,2.9,70.0,2.8
.White alone,"4,146","3,980","2,932",70.7,2.1,73.7,2.1,"2,762",66.6,2.2,69.4,2.2
..White non-Hispanic alone,"3,801","3,729","2,788",73.4,2.2,74.8,2.1,"2,631",69.2,2.3,70.6,2.2
.Black alone,157,123,57,36.3,14.1,46.4,14.6,57,36.3,14.1,46.4,14.6
.Asian alone,344,262,167,48.4,10.3,63.6,9.9,132,38.5,10.1,50.5,10.3
.Hispanic (of any race),404,280,160,39.6,11.6,57.0,11.7,148,36.6,11.4,52.7,11.8
.White alone or in combination,"4,295","4,124","3,033",70.6,2.1,73.5,2.0,"2,855",66.5,2.2,69.2,2.1
.Black alone or in combination ,182,148,77,42.3,13.4,52.1,13.6,77,42.3,13.4,52.1,13.6
.Asian alone or in combination,380,295,187,49.1,9.8,63.2,9.5,150,39.4,9.6,50.8,9.8
WEST VIRGINIA,,,,,,,,,,,,
.Total,"1,395","1,387",917,65.7,2.3,66.1,2.3,741,53.1,2.4,53.4,2.4
.Male,673,669,438,65.1,3.3,65.4,3.3,350,51.9,3.5,52.2,3.5
.Female,722,717,479,66.3,3.2,66.8,3.2,392,54.2,3.3,54.6,3.3
.White alone,"1,345","1,340",890,66.2,2.3,66.4,2.3,720,53.5,2.4,53.7,2.4
..White non-Hispanic alone,"1,336","1,333",885,66.2,2.3,66.3,2.3,715,53.5,2.5,53.6,2.5
.Black alone,39,38,21,(B),(B),(B),(B),19,(B),(B),(B),(B)
.Asian alone,6,3,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
.Hispanic (of any race),9,6,5,(B),(B),(B),(B),5,(B),(B),(B),(B)
.White alone or in combination,"1,350","1,345",894,66.2,2.3,66.5,2.3,722,53.5,2.4,53.7,2.4
.Black alone or in combination ,39,38,21,(B),(B),(B),(B),19,(B),(B),(B),(B)
.Asian alone or in combination,7,4,2,(B),(B),(B),(B),-,(B),(B),(B),(B)
WISCONSIN,,,,,,,,,,,,
.Total,"4,212","4,053","3,095",73.5,2.0,76.4,2.0,"2,887",68.5,2.1,71.2,2.1
.Male,"2,084","1,993","1,501",72.0,2.9,75.3,2.8,"1,403",67.3,3.1,70.4,3.0
.Female,"2,128","2,060","1,594",74.9,2.8,77.4,2.7,"1,484",69.7,3.0,72.0,2.9
.White alone,"3,881","3,764","2,881",74.2,2.1,76.5,2.0,"2,682",69.1,2.2,71.2,2.2
..White non-Hispanic alone,"3,639","3,620","2,806",77.1,2.1,77.5,2.1,"2,617",71.9,2.2,72.3,2.2
.Black alone,199,199,145,73.1,11.4,73.1,11.4,145,73.1,11.4,73.1,11.4
.Asian alone,76,37,31,41.0,21.3,(B),(B),31,41.0,21.3,(B),(B)
.Hispanic (of any race),247,150,77,31.3,13.9,51.6,15.0,66,26.9,13.3,44.4,14.9
.White alone or in combination,"3,903","3,786","2,892",74.1,2.1,76.4,2.0,"2,692",69.0,2.2,71.1,2.2
.Black alone or in combination ,213,213,150,70.5,11.3,70.5,11.3,150,70.5,11.3,70.5,11.3
.Asian alone or in combination,78,39,33,42.4,21.1,(B),(B),33,42.4,21.1,(B),(B)
WYOMING,,,,,,,,,,,,
.Total,397,389,270,67.9,2.6,69.3,2.5,250,62.9,2.6,64.3,2.6
.Male,199,195,127,64.0,3.7,65.2,3.7,118,59.2,3.8,60.4,3.8
.Female,198,194,142,71.8,3.5,73.5,3.4,132,66.7,3.6,68.2,3.6
.White alone,377,373,261,69.2,2.6,70.0,2.6,242,64.1,2.7,64.9,2.7
..White non-Hispanic alone,361,359,252,70.0,2.6,70.3,2.6,235,65.1,2.7,65.4,2.7
.Black alone,5,4,1,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Asian alone,4,1,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
.Hispanic (of any race),18,15,8,(B),(B),(B),(B),7,(B),(B),(B),(B)
.White alone or in combination,382,378,265,69.4,2.6,70.2,2.6,246,64.3,2.7,65.0,2.7
.Black alone or in combination ,6,4,2,(B),(B),(B),(B),1,(B),(B),(B),(B)
.Asian alone or in combination,5,2,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
,,,,,,,,,,,,
1This figure added to or subtracted from the estimate provides the 90-percent confidence interval.,,,,,,,,,,,,
,,,,,,,,,,,,
"NOTE: The symbol (B) means that the base is less than 75,000 and therefore too small to show the derived measure.",,,,,,,,,,,,
,,,,,,,,,,,,
"NOTE: "" - "" Represents zero or rounds to zero.",,,,,,,,,,,,
,,,,,,,,,,,,
"Note: Federal surveys now give respondents the option of reporting more than one race.  Therefore, two basic ways of defining a race group are possible.  A group such as Asian may be defined as those who reported Asian and no other race (the race-alone or single-race concept) or as those who reported Asian regardless of whether they also reported another race (the race-alone-or-in-combination concept).  This table shows data for people who reported they were the single race White and not Hispanic, people who reported the single race Black, and people who reported the single race Asian.  Use of the single-race populations does not imply that it is the preferred method of presenting or analyzing data.",,,,,,,,,,,,
,,,,,,,,,,,,
"Source: U.S. Census Bureau, Current Population Survey, November 2008.",,,,,,,,,,,,
"Internet Release date:  February, 2009",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
