Robert_Aderholt^&^&^2013-06-21 15:50:11^&^&^
RepRichHudson^&^&^2013-05-15 13:57:10^&^&^
RepRichHudson^&^&^2013-05-15 13:23:51^&^&^
RepRichHudson^&^&^2013-05-15 13:23:08^&^&^
RepRichHudson^&^&^2013-05-15 13:20:42^&^&^
RepRichHudson^&^&^2013-05-14 20:11:34^&^&^
RepRichHudson^&^&^2013-05-14 17:57:56^&^&^
RepRichHudson^&^&^2013-05-13 18:35:34^&^&^
RepRichHudson^&^&^2013-05-13 15:52:26^&^&^
RepRichHudson^&^&^2013-05-13 12:39:40^&^&^
RepRichHudson^&^&^2013-05-13 12:10:33^&^&^
RepRichHudson^&^&^2013-05-13 11:40:35^&^&^
RepRichHudson^&^&^2013-05-12 19:57:39^&^&^
RepRichHudson^&^&^2013-05-12 14:47:15^&^&^
RepRichHudson^&^&^2013-05-12 13:46:21^&^&^
RepRichHudson^&^&^2013-05-11 19:18:07^&^&^
RepRichHudson^&^&^2013-05-11 16:08:47^&^&^
RepRichHudson^&^&^2013-05-11 14:55:06^&^&^
RepRichHudson^&^&^2013-05-11 14:40:48^&^&^
RepRichHudson^&^&^2013-05-11 13:37:08^&^&^
RepRichHudson^&^&^2013-05-11 13:29:54^&^&^
RepRichHudson^&^&^2013-05-10 21:12:30^&^&^
RepRichHudson^&^&^2013-05-10 21:04:54^&^&^
RepRichHudson^&^&^2013-05-10 21:03:04^&^&^
RepRichHudson^&^&^2013-05-10 20:28:32^&^&^
RepRichHudson^&^&^2013-05-10 15:07:27^&^&^
RepRichHudson^&^&^2013-05-09 21:09:59^&^&^
RepRichHudson^&^&^2013-05-09 14:39:42^&^&^
RepRichHudson^&^&^2013-05-09 13:12:29^&^&^
RepRichHudson^&^&^2013-05-09 12:57:26^&^&^
RepRichHudson^&^&^2013-05-09 12:53:47^&^&^
RepRichHudson^&^&^2013-05-08 19:44:08^&^&^
RepRichHudson^&^&^2013-05-08 19:02:15^&^&^
RepRichHudson^&^&^2013-05-08 16:55:35^&^&^
RepRichHudson^&^&^2013-05-08 16:24:23^&^&^
RepRichHudson^&^&^2013-05-08 15:44:50^&^&^
RepRichHudson^&^&^2013-05-08 15:20:25^&^&^
RepRichHudson^&^&^2013-05-08 14:31:20^&^&^
RepRichHudson^&^&^2013-05-08 13:39:38^&^&^
RepRichHudson^&^&^2013-05-08 01:32:33^&^&^
RepRichHudson^&^&^2013-05-07 22:07:21^&^&^
RepRichHudson^&^&^2013-05-07 20:48:10^&^&^
RepRichHudson^&^&^2013-05-07 18:37:23^&^&^
RepRichHudson^&^&^2013-05-07 17:20:22^&^&^
RepRichHudson^&^&^2013-05-07 17:10:05^&^&^
RepRichHudson^&^&^2013-05-07 17:05:03^&^&^
RepRichHudson^&^&^2013-05-07 17:00:13^&^&^
RepRichHudson^&^&^2013-05-07 16:49:46^&^&^
RepRichHudson^&^&^2013-05-07 16:48:39^&^&^
RepRichHudson^&^&^2013-05-07 14:46:00^&^&^
RepRichHudson^&^&^2013-05-07 14:00:11^&^&^
RepRichHudson^&^&^2013-05-07 13:08:32^&^&^
RepRichHudson^&^&^2013-05-06 21:10:20^&^&^
RepRichHudson^&^&^2013-05-06 19:10:21^&^&^
RepRichHudson^&^&^2013-05-06 16:10:08^&^&^
RepRichHudson^&^&^2013-05-06 14:59:20^&^&^
RepRichHudson^&^&^2013-05-06 13:31:36^&^&^
RepRichHudson^&^&^2013-05-05 20:14:41^&^&^
RepRichHudson^&^&^2013-05-05 20:10:12^&^&^
RepRichHudson^&^&^2013-05-05 18:09:49^&^&^
RepRichHudson^&^&^2013-05-05 17:00:40^&^&^
RepRichHudson^&^&^2013-05-05 15:10:01^&^&^
RepRichHudson^&^&^2013-05-05 12:22:06^&^&^
RepRichHudson^&^&^2013-05-05 11:07:26^&^&^
RepRichHudson^&^&^2013-05-04 19:03:52^&^&^
RepRichHudson^&^&^2013-05-03 21:18:13^&^&^
RepRichHudson^&^&^2013-05-03 20:49:11^&^&^
RepRichHudson^&^&^2013-05-03 17:40:12^&^&^
RepRichHudson^&^&^2013-05-03 16:55:06^&^&^
RepRichHudson^&^&^2013-05-03 16:25:03^&^&^
RepRichHudson^&^&^2013-05-03 15:57:16^&^&^
RepRichHudson^&^&^2013-05-03 15:17:57^&^&^
RepRichHudson^&^&^2013-05-03 14:39:22^&^&^
RepRichHudson^&^&^2013-05-03 14:22:22^&^&^
RepRichHudson^&^&^2013-05-03 13:52:12^&^&^
RepRichHudson^&^&^2013-05-03 10:39:19^&^&^
RepRichHudson^&^&^2013-05-03 03:34:20^&^&^
RepRichHudson^&^&^2013-05-03 01:25:19^&^&^
RepRichHudson^&^&^2013-05-03 00:30:29^&^&^
RepRichHudson^&^&^2013-05-02 22:15:08^&^&^
RepRichHudson^&^&^2013-05-02 21:50:28^&^&^
RepRichHudson^&^&^2013-05-02 21:23:44^&^&^
RepRichHudson^&^&^2013-05-02 19:01:40^&^&^
RepHuffman^&^&^2013-06-21 16:52:21^&^&^
RepHuffman^&^&^2013-06-21 16:14:03^&^&^
RepHuffman^&^&^2013-06-21 15:44:55^&^&^
RepHuffman^&^&^2013-06-21 01:58:26^&^&^
RepHuffman^&^&^2013-06-20 19:52:41^&^&^
RepHuffman^&^&^2013-06-20 18:13:13^&^&^
RepHuffman^&^&^2013-06-20 17:11:07^&^&^
RepHuffman^&^&^2013-06-20 17:10:41^&^&^
RepHuffman^&^&^2013-06-20 16:16:03^&^&^
RepHuffman^&^&^2013-06-20 16:01:48^&^&^
RepHuffman^&^&^2013-06-20 14:41:52^&^&^
RepHuffman^&^&^2013-06-20 13:46:48^&^&^
RepHuffman^&^&^2013-06-20 00:55:28^&^&^
RepHuffman^&^&^2013-06-19 22:16:20^&^&^
RepHuffman^&^&^2013-06-19 21:36:30^&^&^
RepHuffman^&^&^2013-06-19 18:53:06^&^&^
RepHuffman^&^&^2013-06-19 18:52:59^&^&^
RepHuffman^&^&^2013-06-19 18:52:42^&^&^
RepHuffman^&^&^2013-06-19 13:57:40^&^&^
RepHuffman^&^&^2013-06-18 21:41:50^&^&^
RepHuffman^&^&^2013-06-18 20:11:11^&^&^
RepHuffman^&^&^2013-06-18 19:36:48^&^&^
RepHuffman^&^&^2013-06-18 19:28:04^&^&^
RepHuffman^&^&^2013-06-18 16:08:07^&^&^
RepHuffman^&^&^2013-06-17 21:57:21^&^&^
RepHuffman^&^&^2013-06-17 20:24:14^&^&^
RepHuffman^&^&^2013-06-17 19:09:11^&^&^
RepHuffman^&^&^2013-06-14 21:58:25^&^&^
RepHuffman^&^&^2013-06-14 15:13:13^&^&^
RepHuffman^&^&^2013-06-14 14:26:35^&^&^
RepHuffman^&^&^2013-06-13 21:29:56^&^&^
RepHuffman^&^&^2013-06-13 21:28:45^&^&^
RepHuffman^&^&^2013-06-13 19:16:27^&^&^
RepHuffman^&^&^2013-06-13 16:36:01^&^&^
RepHuffman^&^&^2013-06-12 21:10:08^&^&^
RepHuffman^&^&^2013-06-12 19:05:38^&^&^
RepHuffman^&^&^2013-06-12 18:21:40^&^&^
RepHuffman^&^&^2013-06-12 14:49:20^&^&^
RepHuffman^&^&^2013-06-12 14:49:16^&^&^
RepHuffman^&^&^2013-06-12 14:13:18^&^&^
RepHuffman^&^&^2013-06-11 18:37:21^&^&^
RepHuffman^&^&^2013-06-11 18:27:46^&^&^
RepHuffman^&^&^2013-06-10 18:39:29^&^&^
RepHuffman^&^&^2013-06-10 17:41:49^&^&^
RepHuffman^&^&^2013-06-10 16:50:43^&^&^
RepHuffman^&^&^2013-06-07 16:14:23^&^&^
RepHuffman^&^&^2013-06-07 16:11:30^&^&^
RepHuffman^&^&^2013-06-07 16:01:46^&^&^
RepHuffman^&^&^2013-06-07 15:38:54^&^&^
RepHuffman^&^&^2013-06-06 21:03:46^&^&^
RepHuffman^&^&^2013-06-06 17:12:28^&^&^
RepHuffman^&^&^2013-06-05 18:49:50^&^&^
RepHuffman^&^&^2013-05-31 22:46:55^&^&^
RepHuffman^&^&^2013-05-31 21:39:48^&^&^
RepHuffman^&^&^2013-05-31 18:25:36^&^&^
RepHuffman^&^&^2013-05-31 18:11:55^&^&^
RepHuffman^&^&^2013-05-31 15:36:38^&^&^
RepHuffman^&^&^2013-05-30 23:48:53^&^&^
RepHuffman^&^&^2013-05-30 23:45:49^&^&^
RepHuffman^&^&^2013-05-30 23:09:23^&^&^
RepHuffman^&^&^2013-05-30 22:29:25^&^&^
RepHuffman^&^&^2013-05-30 21:43:58^&^&^
RepHuffman^&^&^2013-05-30 21:39:15^&^&^
RepHuffman^&^&^2013-05-30 20:37:35^&^&^
RepHuffman^&^&^2013-05-30 20:34:12^&^&^
RepHuffman^&^&^2013-05-30 18:50:03^&^&^
RepHuffman^&^&^2013-05-29 20:51:51^&^&^
RepHuffman^&^&^2013-05-29 15:22:32^&^&^
RepHuffman^&^&^2013-05-29 13:47:51^&^&^
RepHuffman^&^&^2013-05-28 18:57:57^&^&^
RepHuffman^&^&^2013-05-27 22:27:51^&^&^
RepHuffman^&^&^2013-05-24 20:31:55^&^&^
RepHuffman^&^&^2013-05-24 18:40:06^&^&^
RepHuffman^&^&^2013-05-23 21:46:29^&^&^
RepHuffman^&^&^2013-05-23 21:38:32^&^&^
RepHuffman^&^&^2013-05-23 01:07:58^&^&^
RepHuffman^&^&^2013-05-22 19:47:56^&^&^
RepHuffman^&^&^2013-05-22 18:43:21^&^&^
RepHuffman^&^&^2013-05-20 21:43:49^&^&^
RepHuffman^&^&^2013-05-17 14:37:07^&^&^
RepHuffman^&^&^2013-05-16 23:47:24^&^&^
RepHuffman^&^&^2013-05-16 23:08:35^&^&^
RepHuffman^&^&^2013-05-16 22:04:46^&^&^
RepHuffman^&^&^2013-05-16 22:01:13^&^&^
RepHuffman^&^&^2013-05-16 21:38:46^&^&^
RepHuffman^&^&^2013-05-16 16:13:04^&^&^
RepHuffman^&^&^2013-05-15 23:06:11^&^&^
RepHuffman^&^&^2013-05-15 22:40:41^&^&^
RepHuffman^&^&^2013-05-15 21:22:55^&^&^
RepHuffman^&^&^2013-05-15 20:01:10^&^&^
RepHuffman^&^&^2013-05-15 20:00:37^&^&^
RepHuffman^&^&^2013-05-15 19:58:14^&^&^
RepHuffman^&^&^2013-05-15 17:52:52^&^&^
RepHuffman^&^&^2013-05-15 17:40:34^&^&^
RepHuffman^&^&^2013-05-14 14:04:12^&^&^
RepHuffman^&^&^2013-05-13 21:46:08^&^&^
RepHuffman^&^&^2013-05-10 19:12:14^&^&^
RepHuffman^&^&^2013-05-10 18:59:43^&^&^
RepHuffman^&^&^2013-05-09 19:50:10^&^&^
RepHuffman^&^&^2013-05-09 18:27:09^&^&^
RepHuffman^&^&^2013-05-09 16:06:41^&^&^
RepHuffman^&^&^2013-05-09 15:22:18^&^&^
RepHuffman^&^&^2013-05-09 15:20:56^&^&^
RepHuffman^&^&^2013-05-08 22:49:26^&^&^
RepHuffman^&^&^2013-05-08 19:29:38^&^&^
RepHuffman^&^&^2013-05-08 18:27:25^&^&^
RepHuffman^&^&^2013-05-08 17:16:27^&^&^
RepHuffman^&^&^2013-05-07 21:46:59^&^&^
RepHuffman^&^&^2013-05-07 20:14:51^&^&^
RepHuffman^&^&^2013-05-03 22:26:31^&^&^
RepHuffman^&^&^2013-05-03 22:12:42^&^&^
RepHuffman^&^&^2013-04-30 16:30:21^&^&^
RepHuffman^&^&^2013-04-30 16:29:52^&^&^
RepHuffman^&^&^2013-04-29 21:02:09^&^&^
RepHuffman^&^&^2013-04-25 19:39:40^&^&^
RepHuffman^&^&^2013-04-25 17:11:38^&^&^
RepHuffman^&^&^2013-04-25 16:05:38^&^&^
RepHuffman^&^&^2013-04-24 21:37:29^&^&^
RepHuffman^&^&^2013-04-24 20:30:29^&^&^
RepHuffman^&^&^2013-04-24 13:04:56^&^&^
RepHuffman^&^&^2013-04-23 22:54:14^&^&^
RepHuffman^&^&^2013-04-22 17:27:54^&^&^
RepHuffman^&^&^2013-04-19 19:43:34^&^&^
RepHuffman^&^&^2013-04-18 19:15:37^&^&^
RepHuffman^&^&^2013-04-16 13:46:48^&^&^
RepHuffman^&^&^2013-04-15 16:54:55^&^&^
RepHuffman^&^&^2013-04-13 00:00:05^&^&^
RepHuffman^&^&^2013-04-12 19:46:39^&^&^
RepHuffman^&^&^2013-04-11 22:21:46^&^&^
RepHuffman^&^&^2013-04-11 21:56:23^&^&^
RepHuffman^&^&^2013-04-11 20:26:02^&^&^
RepHuffman^&^&^2013-04-11 15:58:23^&^&^
RepHuffman^&^&^2013-04-10 21:33:35^&^&^
RepHuffman^&^&^2013-04-09 23:02:05^&^&^
RepHuffman^&^&^2013-04-09 20:03:49^&^&^
RepHuffman^&^&^2013-04-09 18:43:49^&^&^
RepHuffman^&^&^2013-04-09 16:49:23^&^&^
RepHuffman^&^&^2013-04-05 21:00:54^&^&^
RepHuffman^&^&^2013-04-05 21:00:50^&^&^
RepHuffman^&^&^2013-04-05 17:54:46^&^&^
RepHuffman^&^&^2013-04-03 21:15:01^&^&^
RepHuffman^&^&^2013-04-02 19:54:52^&^&^
RepHuffman^&^&^2013-04-01 22:18:15^&^&^
RepHuffman^&^&^2013-04-01 19:54:48^&^&^
RepHuffman^&^&^2013-03-29 17:22:36^&^&^
RepHuffman^&^&^2013-03-28 20:22:32^&^&^
RepHuffman^&^&^2013-03-27 22:09:07^&^&^
RepHuffman^&^&^2013-03-27 21:40:00^&^&^
RepHuffman^&^&^2013-03-27 21:34:06^&^&^
RepHuffman^&^&^2013-03-15 21:21:51^&^&^
RepHuffman^&^&^2013-03-14 02:09:45^&^&^
RepHuffman^&^&^2013-03-13 14:51:39^&^&^
RepHuffman^&^&^2013-03-06 20:20:29^&^&^
RepHuffman^&^&^2013-03-06 16:30:02^&^&^
RepHuffman^&^&^2013-02-28 19:28:36^&^&^
RepHuffman^&^&^2013-02-28 17:40:34^&^&^
RepHuffman^&^&^2013-02-28 16:32:27^&^&^
RepHuffman^&^&^2013-02-26 22:46:36^&^&^
RepHuffman^&^&^2013-02-15 20:30:57^&^&^
RepHuffman^&^&^2013-02-13 15:14:59^&^&^
RepHuffman^&^&^2013-02-12 23:26:22^&^&^
RepHuffman^&^&^2013-02-12 17:03:30^&^&^
RepHuffman^&^&^2013-02-11 20:43:17^&^&^
RepHuffman^&^&^2013-02-07 21:27:02^&^&^
RepHuffman^&^&^2013-02-07 20:06:00^&^&^
RepHuffman^&^&^2013-02-02 15:43:31^&^&^
RepHuffman^&^&^2013-01-31 22:20:54^&^&^
RepHuffman^&^&^2013-01-31 22:16:32^&^&^
RepHuffman^&^&^2013-01-30 02:15:40^&^&^
RepHuffman^&^&^2013-01-29 17:52:10^&^&^
RepHuffman^&^&^2013-01-25 16:14:50^&^&^
RepHuffman^&^&^2013-01-18 20:38:38^&^&^
SenatorHeitkamp^&^&^2013-06-20 23:07:05^&^&^
SenatorHeitkamp^&^&^2013-06-20 18:23:17^&^&^
SenatorHeitkamp^&^&^2013-06-19 21:55:31^&^&^
SenatorHeitkamp^&^&^2013-06-19 16:46:04^&^&^
SenatorHeitkamp^&^&^2013-06-19 13:57:42^&^&^
SenatorHeitkamp^&^&^2013-06-18 22:59:56^&^&^
SenatorHeitkamp^&^&^2013-06-18 18:45:37^&^&^
SenatorHeitkamp^&^&^2013-06-18 13:05:55^&^&^
SenatorHeitkamp^&^&^2013-06-17 18:30:04^&^&^
SenatorHeitkamp^&^&^2013-06-17 14:42:33^&^&^
SenatorHeitkamp^&^&^2013-06-17 12:59:45^&^&^
SenatorHeitkamp^&^&^2013-06-16 20:27:28^&^&^
SenatorHeitkamp^&^&^2013-06-14 22:18:57^&^&^
SenatorHeitkamp^&^&^2013-06-14 20:59:54^&^&^
SenatorHeitkamp^&^&^2013-06-14 17:09:32^&^&^
SenatorHeitkamp^&^&^2013-06-14 15:45:29^&^&^
SenatorHeitkamp^&^&^2013-06-13 15:09:21^&^&^
SenatorHeitkamp^&^&^2013-06-13 13:58:29^&^&^
SenatorHeitkamp^&^&^2013-06-12 20:14:09^&^&^
SenatorHeitkamp^&^&^2013-06-12 15:44:33^&^&^
SenatorHeitkamp^&^&^2013-06-12 14:12:06^&^&^
SenatorHeitkamp^&^&^2013-06-11 22:24:51^&^&^
SenatorHeitkamp^&^&^2013-06-10 23:30:59^&^&^
SenatorHeitkamp^&^&^2013-06-10 19:59:11^&^&^
SenatorHeitkamp^&^&^2013-06-10 19:30:43^&^&^
SenatorHeitkamp^&^&^2013-06-10 16:18:55^&^&^
SenatorHeitkamp^&^&^2013-06-06 22:10:05^&^&^
SenatorHeitkamp^&^&^2013-06-06 15:22:05^&^&^
SenatorHeitkamp^&^&^2013-06-05 21:07:44^&^&^
SenatorHeitkamp^&^&^2013-06-05 19:33:34^&^&^
SenatorHeitkamp^&^&^2013-06-05 18:24:27^&^&^
SenatorHeitkamp^&^&^2013-06-04 22:07:59^&^&^
SenatorHeitkamp^&^&^2013-06-04 19:49:59^&^&^
SenatorHeitkamp^&^&^2013-06-04 15:54:19^&^&^
SenatorHeitkamp^&^&^2013-06-03 20:37:00^&^&^
SenatorHeitkamp^&^&^2013-06-03 15:33:59^&^&^
SenatorHeitkamp^&^&^2013-05-31 19:12:20^&^&^
SenatorHeitkamp^&^&^2013-05-31 17:47:14^&^&^
SenatorHeitkamp^&^&^2013-05-31 13:29:47^&^&^
SenatorHeitkamp^&^&^2013-05-30 21:11:16^&^&^
SenatorHeitkamp^&^&^2013-05-30 15:15:23^&^&^
SenatorHeitkamp^&^&^2013-05-29 21:25:32^&^&^
SenatorHeitkamp^&^&^2013-05-29 19:42:13^&^&^
SenatorHeitkamp^&^&^2013-05-29 14:51:43^&^&^
SenatorHeitkamp^&^&^2013-05-28 20:06:30^&^&^
SenatorHeitkamp^&^&^2013-05-28 13:37:53^&^&^
SenatorHeitkamp^&^&^2013-05-27 14:25:01^&^&^
SenatorHeitkamp^&^&^2013-05-27 12:35:01^&^&^
SenatorHeitkamp^&^&^2013-05-25 19:29:56^&^&^
SenatorHeitkamp^&^&^2013-05-24 15:59:06^&^&^
SenatorHeitkamp^&^&^2013-05-23 21:03:55^&^&^
SenatorHeitkamp^&^&^2013-05-23 14:59:18^&^&^
SenatorHeitkamp^&^&^2013-05-22 22:12:44^&^&^
SenatorHeitkamp^&^&^2013-05-22 21:41:44^&^&^
SenatorHeitkamp^&^&^2013-05-22 18:31:09^&^&^
SenatorHeitkamp^&^&^2013-05-22 17:19:17^&^&^
SenatorHeitkamp^&^&^2013-05-22 15:38:47^&^&^
SenatorHeitkamp^&^&^2013-05-21 22:10:53^&^&^
SenatorHeitkamp^&^&^2013-05-21 18:48:43^&^&^
SenatorHeitkamp^&^&^2013-05-21 16:46:14^&^&^
SenatorHeitkamp^&^&^2013-05-21 13:53:02^&^&^
SenatorHeitkamp^&^&^2013-05-21 13:38:58^&^&^
SenatorHeitkamp^&^&^2013-05-20 20:14:01^&^&^
SenatorHeitkamp^&^&^2013-05-20 19:12:31^&^&^
SenatorHeitkamp^&^&^2013-05-20 19:09:58^&^&^
SenatorHeitkamp^&^&^2013-05-20 14:34:40^&^&^
SenatorHeitkamp^&^&^2013-05-19 22:43:10^&^&^
SenatorHeitkamp^&^&^2013-05-16 18:29:53^&^&^
SenatorHeitkamp^&^&^2013-05-16 15:55:24^&^&^
SenatorHeitkamp^&^&^2013-05-15 21:50:14^&^&^
SenatorHeitkamp^&^&^2013-05-15 19:30:43^&^&^
SenatorHeitkamp^&^&^2013-05-15 17:27:08^&^&^
SenatorHeitkamp^&^&^2013-05-15 13:21:38^&^&^
SenatorHeitkamp^&^&^2013-05-15 01:25:01^&^&^
SenatorHeitkamp^&^&^2013-05-14 20:30:25^&^&^
SenatorHeitkamp^&^&^2013-05-14 19:28:40^&^&^
SenatorHeitkamp^&^&^2013-05-14 14:18:24^&^&^
SenatorHeitkamp^&^&^2013-05-14 13:30:05^&^&^
SenatorHeitkamp^&^&^2013-05-14 02:00:01^&^&^
SenatorHeitkamp^&^&^2013-05-13 22:35:31^&^&^
SenatorHeitkamp^&^&^2013-05-13 17:30:34^&^&^
SenatorHeitkamp^&^&^2013-05-13 16:16:54^&^&^
SenatorHeitkamp^&^&^2013-05-13 13:59:08^&^&^
SenatorHeitkamp^&^&^2013-05-10 21:20:36^&^&^
SenatorHeitkamp^&^&^2013-05-10 14:26:32^&^&^
SenatorHeitkamp^&^&^2013-05-09 21:54:33^&^&^
SenatorHeitkamp^&^&^2013-05-09 20:41:25^&^&^
SenatorHeitkamp^&^&^2013-05-09 15:13:14^&^&^
SenatorHeitkamp^&^&^2013-05-08 18:53:54^&^&^
SenatorHeitkamp^&^&^2013-05-08 16:10:46^&^&^
SenatorHeitkamp^&^&^2013-05-07 21:27:25^&^&^
SenatorHeitkamp^&^&^2013-05-07 20:40:10^&^&^
SenatorHeitkamp^&^&^2013-05-07 19:24:23^&^&^
SenatorHeitkamp^&^&^2013-05-07 17:12:33^&^&^
SenatorHeitkamp^&^&^2013-05-07 14:17:06^&^&^
SenatorHeitkamp^&^&^2013-05-06 17:06:11^&^&^
SenatorHeitkamp^&^&^2013-05-06 15:54:30^&^&^
SenatorHeitkamp^&^&^2013-05-04 20:30:00^&^&^
SenatorHeitkamp^&^&^2013-05-03 15:10:34^&^&^
SenatorHeitkamp^&^&^2013-05-02 20:59:50^&^&^
SenatorHeitkamp^&^&^2013-05-02 15:47:27^&^&^
SenatorHeitkamp^&^&^2013-05-01 19:30:31^&^&^
SenatorHeitkamp^&^&^2013-04-30 17:57:57^&^&^
SenatorHeitkamp^&^&^2013-04-26 18:23:34^&^&^
SenatorHeitkamp^&^&^2013-04-25 22:27:01^&^&^
SenatorHeitkamp^&^&^2013-04-25 21:06:38^&^&^
SenatorHeitkamp^&^&^2013-04-25 18:56:53^&^&^
SenatorHeitkamp^&^&^2013-04-25 16:01:18^&^&^
SenatorHeitkamp^&^&^2013-04-25 15:00:01^&^&^
SenatorHeitkamp^&^&^2013-04-25 14:55:26^&^&^
SenatorHeitkamp^&^&^2013-04-25 13:27:37^&^&^
SenatorHeitkamp^&^&^2013-04-24 20:21:57^&^&^
SenatorHeitkamp^&^&^2013-04-24 16:21:55^&^&^
SenatorHeitkamp^&^&^2013-04-24 14:27:58^&^&^
SenatorHeitkamp^&^&^2013-04-23 21:56:48^&^&^
SenatorHeitkamp^&^&^2013-04-23 20:13:11^&^&^
SenatorHeitkamp^&^&^2013-04-23 19:22:13^&^&^
SenatorHeitkamp^&^&^2013-04-23 14:51:23^&^&^
SenatorHeitkamp^&^&^2013-04-23 13:47:51^&^&^
SenatorHeitkamp^&^&^2013-04-22 19:00:42^&^&^
SenatorHeitkamp^&^&^2013-04-22 15:58:36^&^&^
SenatorHeitkamp^&^&^2013-04-19 13:39:09^&^&^
SenatorHeitkamp^&^&^2013-04-18 20:49:02^&^&^
SenatorHeitkamp^&^&^2013-04-17 19:29:35^&^&^
SenatorHeitkamp^&^&^2013-04-17 18:44:49^&^&^
SenatorHeitkamp^&^&^2013-04-17 16:19:49^&^&^
SenatorHeitkamp^&^&^2013-04-16 20:47:25^&^&^
SenatorHeitkamp^&^&^2013-04-16 15:46:14^&^&^
SenatorHeitkamp^&^&^2013-04-15 20:27:56^&^&^
SenatorHeitkamp^&^&^2013-04-15 19:54:27^&^&^
SenatorHeitkamp^&^&^2013-04-15 14:07:10^&^&^
SenatorHeitkamp^&^&^2013-04-15 13:15:17^&^&^
SenatorHeitkamp^&^&^2013-04-13 23:03:00^&^&^
SenatorHeitkamp^&^&^2013-04-13 19:00:01^&^&^
SenatorHeitkamp^&^&^2013-04-13 16:30:01^&^&^
SenatorHeitkamp^&^&^2013-04-13 13:30:01^&^&^
SenatorHeitkamp^&^&^2013-04-12 23:06:19^&^&^
SenatorHeitkamp^&^&^2013-04-12 21:00:19^&^&^
SenatorHeitkamp^&^&^2013-04-12 18:15:19^&^&^
SenatorHeitkamp^&^&^2013-04-12 17:39:19^&^&^
SenatorHeitkamp^&^&^2013-04-12 17:02:32^&^&^
SenatorHeitkamp^&^&^2013-04-11 21:07:51^&^&^
SenatorHeitkamp^&^&^2013-04-11 19:38:43^&^&^
SenatorHeitkamp^&^&^2013-04-11 16:13:25^&^&^
SenatorHeitkamp^&^&^2013-04-11 15:03:02^&^&^
SenatorHeitkamp^&^&^2013-04-10 21:57:09^&^&^
SenatorHeitkamp^&^&^2013-04-10 18:40:42^&^&^
SenatorHeitkamp^&^&^2013-04-10 17:32:50^&^&^
SenatorHeitkamp^&^&^2013-04-09 22:29:26^&^&^
SenatorHeitkamp^&^&^2013-04-09 21:56:31^&^&^
SenatorHeitkamp^&^&^2013-04-09 19:22:18^&^&^
SenatorHeitkamp^&^&^2013-04-09 17:46:45^&^&^
SenatorHeitkamp^&^&^2013-04-09 16:23:53^&^&^
SenatorHeitkamp^&^&^2013-04-09 13:56:52^&^&^
SenatorHeitkamp^&^&^2013-04-08 18:03:57^&^&^
SenatorHeitkamp^&^&^2013-04-07 20:11:05^&^&^
SenatorHeitkamp^&^&^2013-04-06 19:30:01^&^&^
SenatorHeitkamp^&^&^2013-04-06 17:23:41^&^&^
SenatorHeitkamp^&^&^2013-04-05 20:50:14^&^&^
SenatorHeitkamp^&^&^2013-04-05 17:59:34^&^&^
SenatorHeitkamp^&^&^2013-04-05 16:25:04^&^&^
SenatorHeitkamp^&^&^2013-04-04 22:10:46^&^&^
SenatorHeitkamp^&^&^2013-04-04 14:35:27^&^&^
SenatorHeitkamp^&^&^2013-04-04 12:58:53^&^&^
SenatorHeitkamp^&^&^2013-04-04 12:33:40^&^&^
SenatorHeitkamp^&^&^2013-04-03 18:42:48^&^&^
SenatorHeitkamp^&^&^2013-04-03 16:44:51^&^&^
SenatorHeitkamp^&^&^2013-04-03 15:40:11^&^&^
SenatorHeitkamp^&^&^2013-04-03 14:18:16^&^&^
SenatorHeitkamp^&^&^2013-04-03 13:11:31^&^&^
SenatorHeitkamp^&^&^2013-04-02 21:51:09^&^&^
SenatorHeitkamp^&^&^2013-04-02 21:33:51^&^&^
SenatorHeitkamp^&^&^2013-04-02 19:37:33^&^&^
SenatorHeitkamp^&^&^2013-04-02 11:48:50^&^&^
SenatorHeitkamp^&^&^2013-04-01 22:37:01^&^&^
SenatorHeitkamp^&^&^2013-04-01 18:53:43^&^&^
SenatorHeitkamp^&^&^2013-03-28 18:42:19^&^&^
SenatorHeitkamp^&^&^2013-03-28 16:59:32^&^&^
SenatorHeitkamp^&^&^2013-03-28 14:45:39^&^&^
SenatorHeitkamp^&^&^2013-03-28 13:41:27^&^&^
SenatorHeitkamp^&^&^2013-03-27 22:05:16^&^&^
SenatorHeitkamp^&^&^2013-03-27 19:50:25^&^&^
SenatorHeitkamp^&^&^2013-03-27 18:28:20^&^&^
SenatorHeitkamp^&^&^2013-03-27 18:00:59^&^&^
SenatorHeitkamp^&^&^2013-03-27 14:33:42^&^&^
SenatorHeitkamp^&^&^2013-03-26 22:37:44^&^&^
SenatorHeitkamp^&^&^2013-03-26 21:14:16^&^&^
SenatorHeitkamp^&^&^2013-03-26 20:49:18^&^&^
SenatorHeitkamp^&^&^2013-03-26 20:35:34^&^&^
SenatorHeitkamp^&^&^2013-03-26 19:43:59^&^&^
SenatorHeitkamp^&^&^2013-03-26 19:04:43^&^&^
SenatorHeitkamp^&^&^2013-03-26 14:48:42^&^&^
SenatorHeitkamp^&^&^2013-03-26 13:28:35^&^&^
SenatorHeitkamp^&^&^2013-03-25 14:49:11^&^&^
SenatorHeitkamp^&^&^2013-03-23 03:06:00^&^&^
SenatorHeitkamp^&^&^2013-03-22 21:12:19^&^&^
SenatorHeitkamp^&^&^2013-03-22 17:40:06^&^&^
